"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"ITC","318.80","325.15","316.45","318.60","322.30","-","3.70","1.16","4,19,75,824","1,350.87","471.50","316.45","-19.58","-25.66"
"GICRE","370.00","378.75","367.00","373.65","378.00","-","4.35","1.16","5,51,438","20.71","453.80","351.00","-1.65","-6.64"
"MINDACORP","555.50","570.95","544.95","558.60","565.10","-","6.50","1.16","1,88,831","10.56","619.95","445.05","-0.76","3.24"
"MANKIND","2,082.60","2,147.00","2,078.80","2,100.80","2,125.00","-","24.20","1.15","5,35,611","113.15","2,716.50","2,059.40","-1.32","-14.27"
"ALKYLAMINE","1,548.00","1,594.90","1,529.00","1,551.10","1,569.00","-","17.90","1.15","52,074","8.18","2,438.80","1,506.70","0.82","-6.73"
"INDIAMART","2,170.00","2,223.30","2,142.10","2,175.30","2,200.20","-","24.90","1.14","97,283","21.32","2,799.00","1,900.10","-2.00","6.03"
"NUVAMA","1,320.00","1,355.40","1,300.00","1,330.10","1,345.00","-","14.90","1.12","3,02,411","40.56","1,701.70","947.09","-7.31","-75.60"
"GUJGASLTD","420.40","427.00","415.40","420.30","425.00","-","4.70","1.12","5,33,979","22.65","508.70","360.25","8.66","-9.44"
"ABLBL","103.97","106.34","102.29","103.97","105.13","-","1.16","1.12","10,17,933","10.68","175.00","100.86","-15.28","-"
"ARE&M","830.00","846.70","821.35","830.15","839.40","-","9.25","1.11","2,52,479","21.16","1,109.00","816.25","-6.20","-18.39"
"CUMMINSIND","4,040.10","4,125.00","4,020.30","4,045.80","4,090.00","-","44.20","1.09","7,18,670","294.39","4,615.00","2,580.00","-6.32","44.35"
"TITAN","3,945.00","3,995.00","3,909.80","3,939.70","3,982.10","-","42.40","1.08","14,27,639","566.21","4,312.10","2,925.00","0.08","18.00"
"BEL","446.85","451.95","439.30","444.50","449.25","-","4.75","1.07","3,66,84,903","1,642.71","457.50","240.25","14.16","68.04"
"NIACL","146.10","151.39","144.00","147.01","148.59","-","1.58","1.07","3,67,537","5.48","214.74","135.60","-2.72","-14.39"
"MOTILALOFS","750.00","765.00","720.50","749.35","751.15","-","7.80","1.05","24,20,773","180.71","1,097.10","513.00","-10.20","12.37"
"MAPMYINDIA","1,294.60","1,332.00","1,280.10","1,306.50","1,320.20","-","13.70","1.05","49,391","6.48","2,166.70","1,271.10","-22.00","-19.80"
"FORTIS","838.00","858.15","838.00","842.25","851.05","-","8.80","1.04","20,77,023","176.88","1,104.30","578.65","-3.11","35.47"
"MAHSEAMLES","518.00","524.95","507.15","517.25","522.65","-","5.40","1.04","1,81,643","9.42","773.80","500.70","-5.39","-16.23"
"EICHERMOT","6,980.00","7,151.00","6,980.00","7,056.50","7,129.50","-","73.00","1.03","4,54,539","322.29","7,613.50","4,646.00","-0.97","37.42"
"SAGILITY","49.05","50.30","48.47","49.29","49.80","-","0.51","1.03","3,00,62,725","149.26","57.89","37.60","-4.35","9.83"
"INOXWIND","106.00","108.80","104.45","106.92","108.02","-","1.10","1.03","65,20,922","70.09","199.01","102.01","-11.35","-33.16"
"GESHIP","1,210.00","1,266.50","1,191.40","1,186.60","1,198.70","-","12.10","1.02","27,92,400","341.65","1,266.50","797.50","9.09","29.12"
"SBIN","1,064.00","1,082.50","1,060.40","1,066.20","1,077.00","-","10.80","1.01","94,80,769","1,019.04","1,082.50","680.00","10.65","42.02"
"GODIGIT","322.25","327.00","319.05","322.25","325.50","-","3.25","1.01","10,93,972","35.33","381.40","264.60","-5.67","8.55"
"SAILIFE","827.00","840.35","811.60","827.75","836.00","-","8.25","1.00","5,30,638","44.23","983.35","636.10","-8.26","24.15"
"TATAINVEST","612.50","631.00","607.00","615.20","621.30","-","6.10","0.99","5,82,153","36.35","1,184.70","514.52","-9.90","-89.49"
"WELSPUNLIV","122.50","127.69","121.43","123.01","124.20","-","1.19","0.97","19,14,016","23.99","154.57","104.80","-6.79","-17.03"
"TRIDENT","25.65","26.30","25.32","25.80","26.05","-","0.25","0.97","68,91,377","17.88","34.62","23.11","-2.18","-13.93"
"BHEL","259.80","263.65","256.85","260.50","263.00","-","2.50","0.96","62,52,061","163.26","305.90","176.00","-7.11","31.44"
"JBMA","558.00","573.60","548.00","561.60","567.00","-","5.40","0.96","7,26,826","41.08","824.00","489.80","-11.06","-59.69"
"TIMKEN","2,921.10","2,984.70","2,890.80","2,946.70","2,975.00","-","28.30","0.96","87,893","25.81","3,575.00","2,202.00","-0.53","2.84"
"DIXON","10,100.00","10,843.00","9,835.00","10,337.00","10,435.00","-","98.00","0.95","19,96,677","2,102.57","18,471.00","9,835.00","-11.23","-28.14"
"SARDAEN","483.35","492.00","476.30","487.45","492.00","-","4.55","0.93","2,00,491","9.72","639.75","396.60","-5.21","8.90"
"SCHNEIDER","679.00","701.95","674.85","685.95","692.25","-","6.30","0.92","1,81,452","12.58","1,052.00","540.00","-1.24","5.03"
"RAMCOCEM","1,108.00","1,127.00","1,093.60","1,102.00","1,112.00","-","10.00","0.91","7,37,932","82.17","1,209.00","788.20","6.97","21.03"
"CYIENT","1,115.00","1,148.00","1,102.00","1,115.00","1,125.00","-","10.00","0.90","2,47,081","27.87","1,537.05","1,068.90","4.14","-16.64"
"SUNDARMFIN","5,129.50","5,367.00","5,060.50","5,173.50","5,219.50","-","46.00","0.89","1,38,068","72.37","5,419.00","4,200.00","2.79","19.91"
"SOLARINDS","13,228.00","13,564.00","13,010.00","13,327.00","13,443.00","-","116.00","0.87","3,14,201","419.62","17,820.00","8,482.50","12.07","40.88"
"PREMIERENE","712.80","729.80","706.15","713.90","720.05","-","6.15","0.86","12,16,991","87.77","1,170.00","675.20","-15.51","-23.35"
"BEML","1,760.00","1,838.00","1,744.20","1,778.80","1,794.00","-","15.20","0.85","4,57,501","82.42","2,437.40","1,175.00","-2.06","-48.64"
"TBOTEK","1,355.00","1,405.00","1,326.20","1,371.40","1,383.00","-","11.60","0.85","1,09,785","15.16","1,764.80","996.00","-15.67","-13.16"
"IKS","1,530.00","1,562.50","1,504.10","1,537.10","1,550.00","-","12.90","0.84","1,57,417","24.36","1,929.00","1,236.80","-6.99","-11.00"
"LICHSGFIN","522.60","528.40","517.50","522.65","527.00","-","4.35","0.83","13,22,226","69.46","646.50","483.70","-2.10","-8.41"
"DMART","3,645.00","3,740.00","3,638.00","3,667.20","3,697.40","-","30.20","0.82","6,19,205","227.98","4,949.50","3,340.00","-1.71","3.40"
"KPRMILL","861.70","879.15","842.00","863.35","870.05","-","6.70","0.78","5,44,907","47.28","1,389.00","755.50","-5.72","-6.44"
"BAJAJ-AUTO","9,497.00","9,626.00","9,382.50","9,512.00","9,584.00","-","72.00","0.76","2,83,660","271.03","9,888.00","7,089.35","3.40","11.26"
"EMAMILTD","479.00","488.90","478.05","480.35","484.00","-","3.65","0.76","4,22,055","20.39","653.35","478.05","-8.40","-15.52"
"ATUL","6,106.00","6,304.00","6,100.50","6,187.50","6,234.50","-","47.00","0.76","19,163","11.94","7,788.00","4,752.00","2.86","-0.81"
"RVNL","337.90","344.90","331.80","341.45","344.00","-","2.55","0.75","1,40,48,559","476.29","501.80","301.20","-4.70","-19.70"
"LUPIN","2,130.00","2,168.00","2,120.30","2,132.10","2,147.00","-","14.90","0.70","11,49,131","246.97","2,226.30","1,795.20","3.48","4.09"
"SBILIFE","1,986.30","2,018.40","1,951.50","1,996.30","2,009.90","-","13.60","0.68","20,50,622","408.89","2,109.60","1,372.55","0.15","36.80"
"TVSMOTOR","3,665.00","3,709.90","3,627.10","3,655.00","3,680.00","-","25.00","0.68","9,94,421","365.16","3,909.00","2,192.75","1.18","49.20"
"PPLPHARMA","152.46","156.76","150.40","153.69","154.69","-","1.00","0.65","32,31,653","49.85","245.00","148.31","-9.70","-35.36"
"BASF","3,627.50","3,662.00","3,572.40","3,617.90","3,641.30","-","23.40","0.65","25,705","9.36","5,424.00","3,524.90","-5.50","-23.30"
"HAVELLS","1,266.10","1,291.80","1,258.60","1,273.90","1,282.00","-","8.10","0.64","20,02,060","256.25","1,712.85","1,257.90","-9.06","-15.91"
"ASIANPAINT","2,417.00","2,445.00","2,400.50","2,416.00","2,431.00","-","15.00","0.62","20,48,843","497.26","2,985.70","2,124.75","-11.96","9.23"
"LICI","816.90","834.90","813.20","821.00","826.05","-","5.05","0.62","7,19,862","59.03","980.00","715.30","-2.91","-0.45"
"CERA","4,960.50","5,044.50","4,907.50","4,970.00","5,001.00","-","31.00","0.62","13,293","6.64","7,275.00","4,796.50","-3.06","-24.33"
"GODREJPROP","1,568.10","1,588.60","1,550.10","1,566.50","1,576.10","-","9.60","0.61","19,24,460","302.61","2,522.00","1,476.20","-20.27","-29.53"
"J&KBANK","104.00","105.64","102.73","104.35","104.99","-","0.64","0.61","25,62,277","26.76","117.25","87.30","5.49","10.41"
"NEWGEN","577.05","588.30","571.45","581.45","585.00","-","3.55","0.61","4,03,818","23.49","1,377.15","571.45","-29.56","-46.20"
"JMFINANCIL","126.22","130.00","125.51","128.18","128.94","-","0.76","0.59","20,20,669","26.01","199.80","80.20","-13.02","18.64"
"BAJAJHLDNG","10,640.00","10,860.00","10,640.00","10,727.00","10,789.00","-","62.00","0.58","66,246","71.50","14,763.00","10,400.00","-1.66","-5.49"
"TORNTPHARM","3,920.00","4,008.90","3,695.00","3,930.10","3,952.50","-","22.40","0.57","5,44,103","215.35","4,107.20","2,886.45","3.63","17.86"
"MARUTI","14,502.00","14,679.00","14,300.00","14,502.00","14,580.00","-","78.00","0.54","9,46,509","1,372.11","17,370.00","11,059.45","-12.30","21.88"
"HINDUNILVR","2,341.00","2,385.00","2,340.00","2,352.60","2,365.00","-","12.40","0.53","20,90,462","495.23","2,750.00","2,136.00","3.62","-0.46"
"BBTC","1,714.90","1,730.20","1,689.80","1,713.80","1,722.90","-","9.10","0.53","40,002","6.85","2,224.95","1,607.05","-8.40","-19.28"
"SUMICHEM","407.10","413.20","403.45","407.10","409.20","-","2.10","0.52","8,27,055","33.89","665.00","396.20","-11.61","-18.53"
"METROPOLIS","1,811.60","1,923.90","1,773.80","1,803.20","1,812.60","-","9.40","0.52","31,556","5.81","2,263.00","1,315.00","0.76","4.55"
"SUZLON","47.43","47.97","46.79","47.44","47.68","-","0.24","0.51","6,07,62,661","288.32","74.30","44.88","-8.33","-9.66"
"WHIRLPOOL","771.00","783.20","761.60","773.80","777.70","-","3.90","0.50","2,84,713","22.10","1,611.70","761.60","-12.48","-50.65"
"BHARATFORG","1,434.70","1,450.90","1,419.20","1,437.90","1,445.00","-","7.10","0.49","10,48,256","150.55","1,506.50","919.10","-0.91","20.38"
"GODFRYPHLP","2,031.30","2,089.80","2,005.00","2,026.00","2,036.00","-","10.00","0.49","3,62,733","74.47","3,947.00","1,454.10","-23.52","-54.74"
"ASTRAL","1,457.00","1,483.40","1,444.80","1,460.80","1,468.00","-","7.20","0.49","3,71,018","54.66","1,593.50","1,232.30","8.55","0.12"
"HAL","4,620.00","4,634.80","4,541.00","4,601.00","4,623.00","-","22.00","0.48","15,82,165","728.19","5,165.00","3,046.05","6.79","24.83"
"MAXHEALTH","945.00","964.00","940.00","952.60","957.20","-","4.60","0.48","56,38,365","538.36","1,314.30","940.00","-8.07","-6.65"
"BIOCON","364.00","368.00","360.00","365.30","367.05","-","1.75","0.48","18,51,119","67.72","424.95","291.00","-6.05","3.12"
"FACT","802.00","828.00","790.00","808.65","812.50","-","3.85","0.48","1,45,258","11.82","1,112.00","565.00","-10.51","-9.66"
"AKZOINDIA","2,788.00","2,817.00","2,733.50","2,787.00","2,800.00","-","13.00","0.47","51,477","14.36","3,915.50","2,733.50","-12.67","-23.02"
"BATAINDIA","854.00","874.85","847.25","855.95","860.00","-","4.05","0.47","1,20,182","10.37","1,424.60","838.95","-8.31","-31.93"
"CONCOR","490.60","506.95","486.40","500.60","502.85","-","2.25","0.45","27,21,298","136.09","652.04","472.75","-3.23","-32.39"
"BDL","1,525.00","1,558.00","1,498.00","1,530.70","1,537.50","-","6.80","0.44","25,24,633","387.85","2,096.60","907.00","5.75","25.11"
"RELIANCE","1,382.60","1,398.00","1,378.50","1,391.00","1,397.00","-","6.00","0.43","1,12,39,835","1,563.73","1,611.80","1,114.85","-9.38","12.94"
"YESBANK","21.15","21.48","21.02","21.31","21.40","-","0.09","0.42","8,19,22,208","174.66","24.30","16.02","0.19","13.82"
"VENTIVE","730.30","750.40","730.05","744.90","748.00","-","3.10","0.42","1,10,621","8.18","840.00","523.40","0.87","6.86"
"GODREJCP","1,155.30","1,170.00","1,146.50","1,155.30","1,155.00","-","4.70","0.41","18,16,812","209.93","1,309.00","979.50","-4.79","3.22"
"KPITTECH","1,036.00","1,057.70","1,018.30","1,042.80","1,047.00","-","4.20","0.40","21,83,053","227.18","1,479.00","1,018.30","-10.31","-23.95"
"KAJARIACER","882.60","907.40","871.00","891.35","894.90","-","3.55","0.40","2,54,335","22.72","1,321.90","758.70","-6.82","-9.82"
"EXIDEIND","320.00","326.00","314.90","320.85","322.10","-","1.25","0.39","36,61,799","117.91","431.00","312.90","-10.13","-8.92"
"PIIND","3,130.10","3,217.90","3,130.00","3,159.00","3,171.00","-","12.00","0.38","1,85,708","59.26","4,330.00","2,951.10","0.36","-6.71"
"RBLBANK","296.00","302.05","292.55","296.20","297.30","-","1.10","0.37","54,59,235","163.36","332.00","149.21","-3.54","89.23"
"SUNPHARMA","1,589.30","1,606.50","1,585.10","1,589.30","1,595.00","-","5.70","0.36","39,62,196","632.34","1,851.20","1,548.00","-7.26","-8.07"
"DRREDDY","1,200.00","1,224.80","1,200.00","1,208.90","1,213.20","-","4.30","0.36","16,72,460","203.67","1,379.70","1,020.00","-3.77","3.12"
"HDFCLIFE","721.25","735.70","720.65","727.10","729.50","-","2.40","0.33","36,72,455","268.07","820.75","595.25","-1.62","16.34"
"ATGL","527.10","531.25","520.60","527.10","528.85","-","1.75","0.33","3,55,049","18.69","798.00","507.05","-6.58","-15.53"
"UNIONBANK","178.00","182.72","176.00","179.44","180.02","-","0.58","0.32","1,57,36,553","284.22","183.34","106.63","19.20","60.62"
"DALBHARAT","2,060.00","2,075.10","2,032.90","2,063.30","2,069.90","-","6.60","0.32","2,58,368","53.18","2,496.30","1,601.00","-2.92","11.26"
"CIPLA","1,319.00","1,329.90","1,314.40","1,320.90","1,325.00","-","4.10","0.31","21,57,826","285.39","1,673.00","1,281.70","-11.29","-7.02"
"PGHH","11,754.00","12,137.00","11,612.00","11,754.00","11,789.00","-","35.00","0.30","43,830","51.76","14,800.00","11,612.00","-9.39","-18.36"
"BAJAJFINSV","1,928.50","1,956.60","1,927.00","1,948.10","1,953.70","-","5.60","0.29","13,42,205","261.36","2,195.00","1,617.00","-3.64","9.06"
"SYNGENE","468.50","479.60","467.70","472.70","474.00","-","1.30","0.28","10,64,162","50.36","767.20","467.70","-26.45","-37.65"
"INDIANB","907.05","923.00","898.95","909.50","912.00","-","2.50","0.27","20,43,131","186.55","923.00","478.00","12.69","67.36"
"LALPATHLAB","1,390.00","1,420.00","1,379.20","1,395.20","1,398.90","-","3.70","0.27","4,34,875","60.95","1,770.00","1,146.78","-3.33","-48.91"
"DBREALTY","104.99","107.26","102.11","105.94","106.23","-","0.29","0.27","14,31,878","15.13","252.67","95.50","-8.62","-32.77"
"SJVN","72.42","74.13","71.35","72.42","72.60","-","0.18","0.25","66,86,901","48.53","107.50","69.75","-0.93","-20.68"
"INDUSTOWER","440.95","452.00","435.45","441.55","442.60","-","1.05","0.24","1,18,97,285","529.46","454.95","312.55","5.27","28.15"
"AXISBANK","1,352.00","1,378.70","1,352.00","1,363.70","1,366.90","-","3.20","0.23","1,47,58,482","2,022.89","1,378.70","974.80","9.98","39.35"
"CAPLIPOINT","1,710.00","1,789.90","1,702.00","1,726.80","1,730.80","-","4.00","0.23","52,163","9.19","2,395.00","1,599.00","-0.94","-11.38"
"FSL","317.40","323.25","315.25","318.80","319.50","-","0.70","0.22","3,31,109","10.61","403.80","270.00","-2.37","-7.69"
"POLICYBZR","1,620.20","1,665.40","1,592.30","1,645.20","1,648.60","-","3.40","0.21","22,30,103","363.29","1,978.00","1,311.35","-11.00","-3.30"
"TIINDIA","2,302.20","2,355.00","2,298.50","2,325.40","2,330.00","-","4.60","0.20","5,05,180","117.70","3,419.90","2,164.90","-8.98","-27.02"
"RKFORGE","502.15","519.90","499.90","507.85","508.60","-","0.75","0.15","4,37,367","22.41","862.60","474.30","0.70","-34.05"
"HEXT","690.05","700.05","689.05","695.15","696.00","-","0.85","0.12","13,98,797","96.99","900.00","590.30","-8.51","-"
"USHAMART","408.50","416.55","403.20","408.50","409.00","-","0.50","0.12","8,78,875","35.94","497.10","278.55","-9.24","20.03"
"ENRIN","2,483.10","2,538.60","2,430.00","2,481.50","2,480.30","-","2.80","0.11","5,09,717","125.81","3,625.00","2,115.00","-3.39","-"
"SONACOMS","490.00","497.40","488.75","494.05","493.00","-","0.55","0.11","18,59,620","91.77","559.50","380.00","3.54","-1.29"
"CRAFTSMAN","7,427.00","7,429.00","7,236.00","7,317.00","7,325.00","-","8.00","0.11","51,191","37.53","8,069.00","3,700.00","2.25","69.97"
"JYOTICNC","801.00","817.80","795.00","805.10","806.00","-","0.90","0.11","3,51,959","28.43","1,330.00","750.10","-18.24","-24.88"
"IRFC","119.90","121.25","118.25","120.06","120.14","-","0.08","0.07","1,90,11,603","228.12","155.52","108.04","-3.60","-15.26"
"BHARTIARTL","1,925.60","1,974.00","1,925.60","1,967.90","1,968.80","-","0.90","0.05","76,83,747","1,508.01","2,174.50","1,559.50","-6.24","23.01"
"LT","3,902.50","3,942.40","3,891.80","3,932.90","3,935.00","-","2.10","0.05","22,08,465","866.46","4,195.00","2,965.30","-2.95","13.99"
"APOLLOTYRE","489.75","493.95","485.00","491.75","492.00","-","0.25","0.05","5,21,470","25.57","540.50","370.90","-0.39","16.09"
"IDFCFIRSTB","82.52","84.50","82.52","83.47","83.50","-","0.03","0.04","4,20,58,731","352.37","87.00","52.46","-1.47","39.72"
"ADANIENT","2,005.00","2,038.80","1,992.20","2,019.20","2,020.00","-","0.80","0.04","12,30,915","248.96","2,616.50","1,848.00","-8.77","-12.86"
"AIAENG","4,000.50","4,090.90","3,906.90","3,999.90","4,001.00","-","1.10","0.03","1,39,733","56.21","4,168.70","3,001.10","1.00","9.09"
"CROMPTON","219.60","222.75","217.40","221.70","221.75","-","0.05","0.02","42,31,737","93.45","373.00","217.40","-11.98","-35.76"
"MARICO","725.00","735.00","719.05","729.95","730.00","-","0.05","0.01","41,95,864","305.33","780.00","577.85","-1.26","8.63"
"TATAPOWER","366.00","367.00","360.10","366.45","366.50","-","0.05","0.01","59,17,250","215.61","416.80","326.35","-2.15","4.37"
"PATANJALI","500.00","504.90","495.20","500.00","500.00","-","-","-","31,54,894","157.52","670.33","492.65","-8.40","-72.98"
"FEDERALBNK","286.65","288.65","282.50","287.60","287.60","-","-","-","42,86,394","123.07","289.60","172.66","7.53","54.55"
"SWANCORP","420.30","430.65","417.80","422.00","422.00","-","-","-","5,13,242","21.76","579.00","362.20","-10.51","-"
"VBL","463.10","475.00","462.80","467.05","466.90","-","-0.15","-0.03","65,89,147","309.43","592.95","419.55","-2.72","-12.98"
"SONATSOFTW","313.50","318.50","308.75","316.35","316.20","-","-0.15","-0.05","3,18,498","10.04","557.00","286.40","-11.18","-40.45"
"ULTRACEMCO","12,649.00","12,725.00","12,536.00","12,717.00","12,710.00","-","-7.00","-0.06","2,96,876","376.42","13,097.00","10,047.85","8.45","9.95"
"ADANIPORTS","1,417.80","1,428.50","1,407.00","1,417.80","1,417.00","-","-0.80","-0.06","22,27,414","316.13","1,549.00","1,010.75","-2.83","29.43"
"BERGEPAINT","461.90","466.40","459.25","463.50","463.00","-","-0.50","-0.11","2,62,316","12.15","605.00","457.65","-11.92","0.89"
"PNB","124.50","126.03","123.26","125.25","125.10","-","-0.15","-0.12","1,42,02,987","177.65","135.15","85.46","2.30","28.05"
"HSCL","460.00","468.90","455.95","460.80","460.25","-","-0.55","-0.12","8,18,987","37.73","534.45","365.35","-5.83","-4.57"
"TATAELXSI","5,324.00","5,333.00","5,241.50","5,332.00","5,325.00","-","-7.00","-0.13","1,66,386","88.22","6,735.00","4,700.00","2.51","-13.77"
"POLYCAB","7,029.50","7,037.50","6,915.00","7,017.50","7,006.00","-","-11.50","-0.16","3,96,287","277.09","7,948.00","4,555.00","-6.45","20.30"
"BHARTIHEXA","1,536.10","1,618.10","1,535.00","1,559.70","1,557.00","-","-2.70","-0.17","3,32,685","52.27","2,052.90","1,234.00","-13.25","15.10"
"IOC","163.00","163.82","160.83","163.09","162.80","-","-0.29","-0.18","1,16,27,532","189.24","174.50","110.72","1.03","32.03"
"JIOFIN","253.00","257.60","249.55","254.50","254.00","-","-0.50","-0.20","1,34,48,707","341.76","338.60","198.65","-12.99","6.80"
"GAIL","167.35","168.10","165.21","167.38","167.05","-","-0.33","-0.20","1,58,45,745","263.91","202.79","150.52","-1.96","1.25"
"GMRAIRPORT","92.90","94.40","92.90","94.18","93.99","-","-0.19","-0.20","2,09,63,609","196.85","110.36","67.75","-8.72","31.76"
"MAHABANK","65.30","67.03","63.91","65.63","65.50","-","-0.13","-0.20","1,98,71,420","130.04","67.74","42.00","7.87","29.56"
"COROMANDEL","2,228.10","2,328.00","2,186.00","2,249.50","2,245.00","-","-4.50","-0.20","4,35,048","98.31","2,718.90","1,596.00","2.06","27.32"
"JSWINFRA","259.00","260.95","257.60","259.55","259.00","-","-0.55","-0.21","7,10,415","18.38","349.00","218.20","-9.85","-6.56"
"COLPAL","2,083.00","2,125.00","2,029.40","2,112.70","2,108.00","-","-4.70","-0.22","12,27,051","257.52","2,975.00","2,029.40","2.96","-22.61"
"JSWENERGY","458.80","461.60","449.10","459.00","458.00","-","-1.00","-0.22","30,23,985","138.17","579.00","418.75","-2.12","-3.15"
"SCHAEFFLER","3,625.00","3,680.00","3,562.20","3,611.20","3,603.40","-","-7.80","-0.22","1,19,564","43.36","4,392.00","2,823.00","-5.27","14.02"
"PIDILITIND","1,429.00","1,448.00","1,418.00","1,429.60","1,426.10","-","-3.50","-0.24","7,22,566","103.44","1,574.95","1,311.10","-1.36","-50.50"
"CDSL","1,317.30","1,339.80","1,302.10","1,323.00","1,319.60","-","-3.40","-0.26","18,30,315","242.38","1,828.90","1,047.45","-7.93","2.23"
"DIVISLAB","6,041.00","6,080.00","5,974.50","6,041.00","6,025.50","-","-15.50","-0.26","3,47,165","209.44","7,071.50","4,955.00","-4.87","7.67"
"NBCC","98.31","100.00","97.60","99.30","99.04","-","-0.26","-0.26","89,22,253","88.15","130.70","70.80","-18.91","7.83"
"SHRIRAMFIN","1,025.00","1,029.30","1,010.15","1,022.80","1,020.00","-","-2.80","-0.27","64,64,610","659.38","1,029.30","516.00","4.15","84.28"
"SIEMENS","3,092.60","3,115.00","3,052.30","3,096.30","3,088.00","-","-8.30","-0.27","2,42,521","74.97","6,146.00","2,450.00","2.37","-46.75"
"ABREL","1,280.10","1,304.90","1,231.10","1,283.70","1,280.00","-","-3.70","-0.29","2,74,082","34.47","2,537.90","1,231.10","-22.53","-35.48"
"CASTROLIND","184.63","185.27","183.11","184.57","184.01","-","-0.56","-0.30","12,13,892","22.34","251.95","169.57","-2.39","4.93"
"BLUEJET","420.00","424.00","411.10","419.15","417.90","-","-1.25","-0.30","3,94,161","16.51","1,027.80","411.10","-19.63","-33.71"
"JKCEMENT","5,540.00","5,691.00","5,470.00","5,542.00","5,525.00","-","-17.00","-0.31","1,52,541","85.06","7,565.50","4,218.90","0.58","12.94"
"ABSLAMC","766.50","773.50","739.60","766.50","764.00","-","-2.50","-0.33","4,88,768","37.04","908.00","556.45","-8.36","15.56"
"SUPREMEIND","3,500.00","3,533.00","3,462.00","3,507.80","3,495.80","-","-12.00","-0.34","5,78,316","201.54","4,739.00","3,095.00","7.31","-8.01"
"INDIGO","4,580.00","4,661.00","4,551.00","4,621.00","4,605.00","-","-16.00","-0.35","15,67,278","721.56","6,232.50","4,157.85","-8.40","7.05"
"SHREECEM","27,055.00","27,200.00","26,805.00","27,055.00","26,955.00","-","-100.00","-0.37","42,402","114.55","32,490.00","25,360.00","2.45","1.25"
"GRANULES","570.25","577.05","564.80","574.15","572.00","-","-2.15","-0.37","6,33,570","36.14","627.00","422.00","-4.65","6.69"
"COHANCE","375.05","384.75","368.80","378.40","377.00","-","-1.40","-0.37","2,21,759","8.38","1,328.00","368.40","-27.72","-"
"KEI","4,011.90","4,047.20","3,940.40","4,005.30","3,990.10","-","-15.20","-0.38","4,30,431","172.57","4,587.30","2,424.00","-7.61","0.10"
"MRPL","176.42","178.19","173.31","176.94","176.25","-","-0.69","-0.39","97,08,285","170.91","185.00","98.92","24.53","39.94"
"IPCALAB","1,479.70","1,501.00","1,444.00","1,479.70","1,474.00","-","-5.70","-0.39","2,38,850","35.34","1,595.00","1,168.20","6.10","1.91"
"APLAPOLLO","2,032.10","2,070.70","2,032.10","2,053.40","2,045.00","-","-8.40","-0.41","11,75,836","240.96","2,151.10","1,272.70","8.63","34.41"
"LTIM","5,966.00","5,992.50","5,889.00","5,995.00","5,970.00","-","-25.00","-0.42","2,60,551","155.23","6,429.50","3,802.00","-1.64","1.56"
"ALKEM","5,690.00","5,750.00","5,640.00","5,713.00","5,689.00","-","-24.00","-0.42","1,60,841","91.39","5,933.50","4,491.65","3.81","13.45"
"UTIAMC","960.00","980.00","945.40","969.40","965.10","-","-4.30","-0.44","1,94,335","18.86","1,494.80","905.00","-11.82","-8.68"
"BAJFINANCE","928.35","938.00","925.15","935.15","930.85","-","-4.30","-0.46","1,01,51,379","944.69","1,102.50","756.90","-6.01","-88.02"
"NYKAA","234.80","238.50","233.05","237.90","236.75","-","-1.15","-0.48","80,61,305","191.17","273.22","154.90","-9.88","39.21"
"ECLERX","4,700.00","4,800.00","4,555.40","4,682.60","4,660.00","-","-22.60","-0.48","1,65,456","76.90","4,959.00","2,168.00","3.99","48.46"
"TCS","3,141.00","3,141.00","3,092.00","3,144.40","3,129.00","-","-15.40","-0.49","30,22,068","943.38","4,150.00","2,866.60","-3.79","-23.80"
"SRF","2,818.00","2,840.40","2,788.40","2,819.90","2,806.10","-","-13.80","-0.49","4,26,581","120.06","3,325.00","2,557.75","-7.31","5.68"
"KFINTECH","1,010.00","1,021.00","1,001.10","1,017.90","1,012.90","-","-5.00","-0.49","4,50,085","45.58","1,388.50","784.15","-7.15","-6.72"
"GRASIM","2,837.50","2,839.60","2,807.90","2,831.70","2,816.10","-","-15.60","-0.55","10,83,570","305.94","2,977.80","2,301.65","-0.80","14.89"
"BANKINDIA","164.00","167.43","162.00","164.91","164.00","-","-0.91","-0.55","1,17,36,534","193.54","169.90","92.66","15.56","48.08"
"GRAVITA","1,620.00","1,637.00","1,573.50","1,623.90","1,615.00","-","-8.90","-0.55","2,08,522","33.57","2,170.00","1,379.65","-14.05","-23.71"
"DCMSHRIRAM","1,167.00","1,192.50","1,158.40","1,187.10","1,180.60","-","-6.50","-0.55","26,913","3.18","1,502.30","902.60","-5.29","1.93"
"DLF","633.10","638.90","627.00","638.55","635.00","-","-3.55","-0.56","39,37,443","250.12","886.80","586.65","-6.60","-14.71"
"CGPOWER","590.00","590.80","576.15","590.30","585.70","-","-3.30","-0.56","37,42,695","218.25","797.55","517.70","-8.89","-6.66"
"360ONE","1,135.20","1,157.90","1,125.40","1,135.80","1,129.10","-","-6.70","-0.59","9,59,196","109.42","1,273.80","790.50","-4.81","10.30"
